protein name	average rank	rank(gcn)	rank(node2vec)	proximity to Covid-19(gcn)	proximity to Covid-19(node2vec)	shortest path to Covid-19	path length	involved pathway id	involved pathway name
ENPP6	4808.5	8083	1534	-0.009648204227455999	2.1644130732522178	ENPP6, NDUFB9, covid-19	2	GO:0006629, GO:0019695	lipid metabolic process, choline metabolic process
OPN1MW	4813.5	4752	4875	0.03477998974913336	1.605837422089921	OPN1MW, ARR3, CSNK2A2, covid-19	3	GO:0032467	positive regulation of cytokinesis
PHETA2	4814.5	7752	1877	-0.005686669013943893	2.063779942125817	PHETA2, OCRL, AP2M1, covid-19	3	GO:0001881, GO:0007032, GO:0042147	receptor recycling, endosome organization, retrograde transport, endosome to Golgi
GTF2A1L	4814.5	4129	5500	0.04530798095014201	1.5407605655082155	GTF2A1L, CSNK2A2, covid-19	2	GO:0050890	cognition
MKNK1-AS1	4815.0	6796	2834	0.005354060189072474	1.8651927616764112	MKNK1-AS1, TRIM25, POLA1, covid-19	3		
VMA21	4815.5	6992	2639	0.0028721818393791267	1.9044541125168366	VMA21, VHL, CUL2, covid-19	3		
AVPR2	4816.5	6831	2802	0.00489872110738788	1.8712083100550763	AVPR2, PRKACA, covid-19	2		
MRPS18C	4817.5	6133	3502	0.014351681595006549	1.763523982576092	MRPS18C, LARP7, covid-19	2		
GPR12	4819.5	5860	3779	0.01849170936975684	1.7310898814315072	GPR12, APP, EIF4E2, covid-19	3		
RIPOR2	4820.0	7639	2001	-0.004507220275588461	2.028291726099453	RIPOR2, RHOA, covid-19	2	GO:0007162, GO:0007605, GO:0035024, GO:0045663, GO:0051491, GO:1901741, GO:1903904, GO:1990869, GO:2000405, GO:2001107	negative regulation of cell adhesion, sensory perception of sound, negative regulation of Rho protein signal transduction, positive regulation of myoblast differentiation, positive regulation of filopodium assembly, positive regulation of myoblast fusion, negative regulation of establishment of T cell polarity, cellular response to chemokine, negative regulation of T cell migration, negative regulation of Rho guanyl-nucleotide exchange factor activity
PIGM	4820.5	7491	2150	-0.0026604540054188525	1.9971799434826178	PIGM, RNF123, RHOA, covid-19	3		
IKZF2	4823.5	2207	7440	0.08864235959064164	1.3679580235723456	IKZF2, HDAC2, covid-19	2		
GPCPD1	4824.0	7129	2519	0.0014724346618997068	1.9248921397909478	GPCPD1, TK1, PDE4DIP, covid-19	3		
KCNA5	4825.0	1627	8023	0.10956938596360691	1.323316918071772	KCNA5, SLC30A6, covid-19	2	GO:0042391, GO:0006813, GO:0071805, GO:0043266, GO:0060081, GO:0060372, GO:0071435, GO:0086014, GO:0086050, GO:0086052, GO:0086091, GO:0098914	regulation of membrane potential, potassium ion transport, potassium ion transmembrane transport, regulation of potassium ion transport, membrane hyperpolarization, regulation of atrial cardiac muscle cell membrane repolarization, potassium ion export, atrial cardiac muscle cell action potential, membrane repolarization during bundle of His cell action potential, membrane repolarization during SA node cell action potential, regulation of heart rate by cardiac conduction, membrane repolarization during atrial cardiac muscle cell action potential
MAS1	4825.5	1916	7735	0.09778596752201599	1.345554413281774	MAS1, ATP13A3, covid-19	2	GO:0070528	protein kinase C signaling
NGDN	4826.5	8433	1220	-0.013838899697090262	2.27643255646967	NGDN, AATF, covid-19	2		
STAT4	4827.5	352	9303	0.24932348923006484	1.223262004410643	STAT4, CREBBP, CSNK2A2, covid-19	3		
CSN2	4829.0	6966	2692	0.0031186853143179913	1.8925483201533566	CSN2, NEK9, covid-19	2	GO:0007595, GO:2000117	lactation, negative regulation of cysteine-type endopeptidase activity
USH2A	4829.5	8266	1393	-0.011793737831535964	2.2077140731014993	USH2A, FOXRED2, covid-19	2	GO:0050953, GO:0007605, GO:0045494, GO:0048496	sensory perception of light stimulus, sensory perception of sound, photoreceptor cell maintenance, maintenance of animal organ identity
ARHGAP26	4829.5	5319	4340	0.02643430647448045	1.6645150479566526	ARHGAP26, RHOA, covid-19	2		
CHRM3	4833.0	1917	7749	0.09773487679061818	1.3437440777587324	CHRM3, NARS2, covid-19	2		
B3GALNT2	4834.5	5218	4451	0.02792562469560461	1.6507639999092583	B3GALNT2, OS9, covid-19	2	GO:0006486, GO:0006493	protein glycosylation, protein O-linked glycosylation
SIRT3	4835.5	4951	4720	0.03171254759200973	1.6226612573677301	SIRT3, SIRT5, covid-19	2	GO:0009060, GO:0006476, GO:0034983	aerobic respiration, protein deacetylation, peptidyl-lysine deacetylation
RALYL	4836.0	7142	2530	0.0013091929533240905	1.9231621335744626	RALYL, RBM41, covid-19	2		
ESAM	4836.5	1467	8206	0.11719984780730336	1.3099469665338401	ESAM, CENPF, covid-19	2		
TSPYL4	4838.5	7342	2335	-0.001065888127831996	1.9602844093937133	TSPYL4, MIPOL1, covid-19	2		
PFKFB1	4838.5	3020	6657	0.06613855096876675	1.4297799531823974	PFKFB1, PRKACA, covid-19	2	GO:0006003	fructose 2,6-bisphosphate metabolic process
PEX2	4839.0	5352	4326	0.025970383492609692	1.6661059635468527	PEX2, TLE1, covid-19	2	GO:0000038, GO:0000122, GO:0050680, GO:0006635, GO:0007031, GO:0016558, GO:0031648, GO:0048147	very long-chain fatty acid metabolic process, negative regulation of transcription by RNA polymerase II, negative regulation of epithelial cell proliferation, fatty acid beta-oxidation, peroxisome organization, protein import into peroxisome matrix, protein destabilization, negative regulation of fibroblast proliferation
VAV3	4841.0	1101	8581	0.141299116205565	1.2807144377934216	VAV3, GTF2F2, covid-19	2	GO:0006974, GO:0008361, GO:0042493, GO:0030890, GO:0043087, GO:0050853	cellular response to DNA damage stimulus, regulation of cell size, response to drug, positive regulation of B cell proliferation, regulation of GTPase activity, B cell receptor signaling pathway
GCFC2	4846.5	2782	6911	0.07248139478602775	1.410022179556335	GCFC2, CSNK2A2, covid-19	2	GO:0000122, GO:0000245	negative regulation of transcription by RNA polymerase II, spliceosomal complex assembly
CENPJ	4847.5	6914	2781	0.0037491028349377446	1.8748099977262125	CENPJ, GPX1, covid-19	2	GO:0046785, GO:0007099, GO:0046599, GO:0061511	microtubule polymerization, centriole replication, regulation of centriole replication, centriole elongation
RNU1-28P	4847.5	7278	2417	-0.00022810988857848227	1.9447238609163193	RNU1-28P, TRIM25, POLA1, covid-19	3		
MRPS7	4848.0	5160	4536	0.028746160292874936	1.6415551094667213	MRPS7, LARP7, covid-19	2		
SLC30A10	4848.5	1606	8091	0.11066480546411414	1.3178632416653855	SLC30A10, UBC, RHOA, covid-19	3	GO:0006828, GO:0007173, GO:1904385, GO:0043524, GO:1903427, GO:0070374, GO:0071421, GO:0071579, GO:1905802, GO:2000773	manganese ion transport, epidermal growth factor receptor signaling pathway, cellular response to angiotensin, negative regulation of neuron apoptotic process, negative regulation of reactive oxygen species biosynthetic process, positive regulation of ERK1 and ERK2 cascade, manganese ion transmembrane transport, regulation of zinc ion transport, regulation of cellular response to manganese ion, negative regulation of cellular senescence
DDX39A	4849.0	3681	6017	0.05326432225838765	1.4898644933939271	DDX39A, ETFA, covid-19	2	GO:0000398, GO:0006406	mRNA splicing, via spliceosome, mRNA export from nucleus
TMEM106A	4850.5	4759	4942	0.034729283766188744	1.5984250946405205	TMEM106A, ARF1, MOGS, covid-19	3		
ACRBP	4851.0	4092	5610	0.04592547648890983	1.5292486473424998	ACRBP, ATL2, YWHAZ, PABPC4, covid-19	4		
SLC5A2	4851.5	6377	3326	0.011069846855582367	1.7858461065993079	SLC5A2, RNF123, RHOA, covid-19	3		
UPF2	4851.5	3278	6425	0.06055466028539392	1.451702151860576	UPF2, EXOSC2, covid-19	2	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
ZFP41	4852.0	6962	2742	0.0031412995385950264	1.8813210347784772	ZFP41, FBLN5, covid-19	2		
PODN	4852.5	5886	3819	0.018030967210961837	1.7264425765305318	PODN, OS9, covid-19	2	GO:0030336, GO:0008285	negative regulation of cell migration, negative regulation of cell proliferation
DERL3	4853.5	8656	1051	-0.01618230697070651	2.3594847631094487	DERL3, SRP54, covid-19	2	GO:0030968, GO:0018279, GO:0030433, GO:1904153	endoplasmic reticulum unfolded protein response, protein N-linked glycosylation via asparagine, ubiquitin-dependent ERAD pathway, negative regulation of retrograde protein transport, ER to cytosol
SCGB2A2	4854.5	7963	1746	-0.008116796358758428	2.105153374723923	SCGB2A2, CHPF2, covid-19	2		
AMMECR1	4854.5	7610	2099	-0.0040788635451484995	2.0092086699651803	AMMECR1, GFER, covid-19	2		
REG1B	4855.5	5297	4414	0.02668743414064595	1.655825731382007	REG1B, BAG6, RAB8A, covid-19	3		
HIST2H3A	4855.5	3134	6577	0.06372910162063039	1.4370578590908338	HIST2H3A, CBX5, DNMT1, covid-19	3	GO:0006334	nucleosome assembly
RPS24	4857.5	1261	8454	0.13055861018080714	1.2918628141128519	RPS24, AAR2, covid-19	2	GO:0042274, GO:0006364, GO:0034101	ribosomal small subunit biogenesis, rRNA processing, erythrocyte homeostasis
ISLR	4858.0	7920	1796	-0.007638655271912306	2.089468515211386	ISLR, ATP13A3, covid-19	2		
EMC8	4858.5	5646	4071	0.021637576310503823	1.6944698503655335	EMC8, EMC1, covid-19	2		
RGL4	4860.0	8880	840	-0.01888224740550528	2.514695755776901	RGL4, RALA, covid-19	2		
NID2	4862.5	2236	7489	0.0879946272623635	1.364581381552565	NID2, COL1A1, ITGB1, covid-19	3		
CTNNBL1	4864.5	566	9163	0.20459651713666369	1.233539079529895	CTNNBL1, TBK1, covid-19	2	GO:0016445, GO:0043065	somatic diversification of immunoglobulins, positive regulation of apoptotic process
SPG11	4864.5	5648	4081	0.0216116814780921	1.6938531788008546	SPG11, SERTAD3, PTBP2, covid-19	3	GO:0007268, GO:0008088, GO:0048489	chemical synaptic transmission, axo-dendritic transport, synaptic vesicle transport
MIR19B2	4867.0	7071	2663	0.0021050590352331092	1.8979202122237118	MIR19B2, DDX21, covid-19	2	GO:0010629, GO:0010972, GO:0050819, GO:0035195, GO:0035278, GO:0042531, GO:0061051, GO:0090051, GO:0090370, GO:1900004, GO:2000188	negative regulation of gene expression, negative regulation of G2/M transition of mitotic cell cycle, negative regulation of coagulation, gene silencing by miRNA, miRNA mediated inhibition of translation, positive regulation of tyrosine phosphorylation of STAT protein, positive regulation of cell growth involved in cardiac muscle cell development, negative regulation of cell migration involved in sprouting angiogenesis, negative regulation of cholesterol efflux, negative regulation of serine-type endopeptidase activity, regulation of cholesterol homeostasis
DDX50	4869.0	4934	4804	0.031922393989715345	1.6128411248201948	DDX50, DDX21, covid-19	2		
HOXB5	4869.0	7222	2516	0.0003391449769424293	1.9252877777671018	HOXB5, SIRT5, covid-19	2		
LRRC34	4873.0	540	9206	0.2094724619350317	1.230217017173485	LRRC34, SRPK2, PABPC4, covid-19	3		
RPS3P6	4873.0	6334	3412	0.011621240836672122	1.7752525609464636	RPS3P6, TRIM25, POLA1, covid-19	3		
DNAJA1	4876.5	2513	7240	0.07971816691287475	1.3840877316875788	DNAJA1, RIPK1, covid-19	2	GO:0043066, GO:0043065, GO:0031397, GO:0051223, GO:0043508, GO:0070585, GO:1903748, GO:1905259	negative regulation of apoptotic process, positive regulation of apoptotic process, negative regulation of protein ubiquitination, regulation of protein transport, negative regulation of JUN kinase activity, protein localization to mitochondrion, negative regulation of establishment of protein localization to mitochondrion, negative regulation of nitrosative stress-induced intrinsic apoptotic signaling pathway
KRTAP12-4	4878.0	7524	2232	-0.0030622011736962107	1.9805547443158038	KRTAP12-4, OTX1, FBLN5, covid-19	3		
RPE	4880.5	3711	6050	0.05284030820893735	1.4867050290390311	RPE, PRKACA, covid-19	2	GO:0005975, GO:0006098	carbohydrate metabolic process, pentose-phosphate shunt
RNGTT	4881.5	1421	8342	0.12011406226095597	1.3003169209925776	RNGTT, CSNK2A2, covid-19	2	GO:0006396, GO:0006370	RNA processing, 7-methylguanosine mRNA capping
NT5C3B	4883.0	3503	6263	0.05653606053246711	1.4670032701330005	NT5C3B, MOV10, covid-19	2		
ZNF697	4885.5	3733	6038	0.05242205724297371	1.4879819902541778	ZNF697, RNF4, RTN4, covid-19	3		
LRRC56	4885.5	4562	5209	0.03781652294785482	1.5703021272552267	LRRC56, HSPA8, UPF1, covid-19	3		
CFL2	4885.5	1440	8331	0.11914361803927236	1.3016141447591325	CFL2, LARP7, covid-19	2	GO:0030042, GO:0030836	actin filament depolymerization, positive regulation of actin filament depolymerization
POMT1	4886.0	4367	5405	0.04113696084092006	1.5495082086974619	POMT1, NRG1, TMEM39B, covid-19	3		
TULP1	4886.5	8320	1453	-0.012523819724174406	2.1888940017630762	TULP1, GRB2, AP2A2, covid-19	3	GO:0001895, GO:0050766, GO:0050908	retina homeostasis, positive regulation of phagocytosis, detection of light stimulus involved in visual perception
TRIM27	4887.0	99	9675	0.37964553512364346	1.192835818740122	TRIM27, RIPK1, covid-19	2	GO:0000122, GO:0045087, GO:0002820, GO:0045814, GO:0006469, GO:0032720, GO:0051091, GO:0032897, GO:0034314, GO:0042147, GO:0070206, GO:0070534, GO:0072643, GO:0090281, GO:1900041	negative regulation of transcription by RNA polymerase II, innate immune response, negative regulation of adaptive immune response, negative regulation of gene expression, epigenetic, negative regulation of protein kinase activity, negative regulation of tumor necrosis factor production, positive regulation of DNA binding transcription factor activity, negative regulation of viral transcription, Arp2/3 complex-mediated actin nucleation, retrograde transport, endosome to Golgi, protein trimerization, protein K63-linked ubiquitination, interferon-gamma secretion, negative regulation of calcium ion import, negative regulation of interleukin-2 secretion
TUBGCP4	4887.5	3089	6686	0.06473045073880146	1.4277422228194319	TUBGCP4, GOLGA2, covid-19	2		
SLC38A9	4890.0	3843	5937	0.050030436474443635	1.4972868547193658	SLC38A9, HNRNPL, UBAP2L, covid-19	3	GO:0003333, GO:0032008, GO:0071230	amino acid transmembrane transport, positive regulation of TOR signaling, cellular response to amino acid stimulus
MAGT1	4890.5	7220	2561	0.000369600614405257	1.9184506039254197	MAGT1, MOV10, covid-19	2	GO:0050890, GO:0015693, GO:0018279	cognition, magnesium ion transport, protein N-linked glycosylation via asparagine
ANO5	4892.0	7108	2676	0.001646408569913424	1.896077716565297	ANO5, EGFR, PRKACA, covid-19	3	GO:0006821	chloride transport
LMBRD2	4892.5	1881	7904	0.09950993830675167	1.3334905031926918	LMBRD2, GNAI2, GNB1, covid-19	3		
C7orf69	4893.0	6554	3232	0.008325931921732595	1.800349919895394	C7orf69, FGFR1OP, covid-19	2		
TFRC	4893.5	510	9277	0.21469684708547354	1.2250767404418557	TFRC, AAR2, covid-19	2	GO:0031623, GO:0030890, GO:0097286, GO:0033572, GO:0035690, GO:0042102, GO:0045830	receptor internalization, positive regulation of B cell proliferation, iron ion import, transferrin transport, cellular response to drug, positive regulation of T cell proliferation, positive regulation of isotype switching
CASP10	4895.0	1581	8209	0.1117981882430708	1.309794378838044	CASP10, RIPK1, covid-19	2	GO:0043123	positive regulation of I-kappaB kinase/NF-kappaB signaling
TMEM185B	4896.0	6045	3747	0.0159573205647321	1.7353146751328854	TMEM185B, TMEM185A, RAB2A, covid-19	3		
LRRC41	4897.0	8386	1408	-0.013323941876801984	2.2038222546363535	LRRC41, ELOB, covid-19	2		
GHRL	4897.5	4465	5330	0.0393642731893358	1.5581015975755896	GHRL, UBQLN1, RAP1GDS1, covid-19	3	GO:0000187, GO:0001937, GO:0050728, GO:0008154, GO:0042127, GO:0009725, GO:0043066, GO:0016358, GO:0032691, GO:0042322, GO:0042536, GO:0043627, GO:0045409, GO:0046010, GO:0046697, GO:0051461, GO:0051464, GO:0051965, GO:0060124	activation of MAPK activity, negative regulation of endothelial cell proliferation, negative regulation of inflammatory response, actin polymerization or depolymerization, regulation of cell proliferation, response to hormone, negative regulation of apoptotic process, dendrite development, negative regulation of interleukin-1 beta production, negative regulation of circadian sleep/wake cycle, REM sleep, negative regulation of tumor necrosis factor biosynthetic process, response to estrogen, negative regulation of interleukin-6 biosynthetic process, positive regulation of circadian sleep/wake cycle, non-REM sleep, decidualization, positive regulation of corticotropin secretion, positive regulation of cortisol secretion, positive regulation of synapse assembly, positive regulation of growth hormone secretion
GLB1	4898.0	5281	4515	0.026956053834295012	1.643941027523572	GLB1, CSNK2B, covid-19	2	GO:0044262	cellular carbohydrate metabolic process
PRIMA1	4898.0	5692	4104	0.021091581345529648	1.6920002026162615	PRIMA1, ACHE, APP, EIF4E2, covid-19	4		
TNP2	4899.0	4965	4833	0.031463728659524896	1.6092805170011215	TNP2, PRKACA, covid-19	2		
DDX6	4901.0	4060	5742	0.04658518620885582	1.5172774533618294	DDX6, AP2M1, covid-19	2	GO:0033962, GO:0019074	cytoplasmic mRNA processing body assembly, viral RNA genome packaging
SLAMF1	4901.0	1177	8625	0.13603887126503633	1.27718037827148	SLAMF1, ADAM9, covid-19	2	GO:0032695, GO:0032715, GO:0032720, GO:0046330, GO:0070374, GO:2000349	negative regulation of interleukin-12 production, negative regulation of interleukin-6 production, negative regulation of tumor necrosis factor production, positive regulation of JNK cascade, positive regulation of ERK1 and ERK2 cascade, negative regulation of CD40 signaling pathway
PEX11G	4902.5	7179	2626	0.0009579854299488558	1.9071656686790373	PEX11G, CREB3, COMT, covid-19	3	GO:0016559, GO:0044375	peroxisome fission, regulation of peroxisome size
GEMIN6	4903.0	4957	4849	0.03163325181531962	1.6082736305822203	GEMIN6, F2RL1, covid-19	2	GO:0000387	spliceosomal snRNP assembly
LRRC1	4903.0	3891	5915	0.049103947485971904	1.4993009941705304	LRRC1, APP, EIF4E2, covid-19	3		
TUSC3	4904.0	6606	3202	0.007631139434497159	1.8045176723088705	TUSC3, RNF4, RTN4, covid-19	3	GO:0050890, GO:0015693, GO:0018279	cognition, magnesium ion transport, protein N-linked glycosylation via asparagine
RBMY2BP	4905.5	2442	7369	0.08181264289277995	1.3740999916093148	RBMY2BP, BARD1, ATP1B1, covid-19	3		
PIGT	4906.0	9160	652	-0.021959647970416274	2.695760162342239	PIGT, ERLEC1, covid-19	2		
CEP55	4908.0	7590	2226	-0.003864985778192333	1.981982551888629	CEP55, AKAP9, covid-19	2	GO:0000281, GO:0000920, GO:0072001, GO:0045184, GO:1904888	mitotic cytokinesis, cell separation after cytokinesis, renal system development, establishment of protein localization, cranial skeletal system development
CRLF3	4909.0	2678	7140	0.07523805085693862	1.391762990972484	CRLF3, DOCK8, CHMP2A, covid-19	3	GO:0000082, GO:0071158, GO:0045893, GO:0045944, GO:0046427, GO:0030308	G1/S transition of mitotic cell cycle, positive regulation of cell cycle arrest, positive regulation of transcription, DNA-templated, positive regulation of transcription by RNA polymerase II, positive regulation of JAK-STAT cascade, negative regulation of cell growth
APAF1	4909.5	4525	5294	0.03841957775884376	1.5617927597029218	APAF1, TP53, AATF, covid-19	3	GO:0006919, GO:0008635	activation of cysteine-type endopeptidase activity involved in apoptotic process, activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c
SETDB1	4909.5	860	8959	0.16284140809236874	1.2506736009418336	SETDB1, HDAC2, covid-19	2	GO:0007265, GO:0090309	Ras protein signal transduction, positive regulation of methylation-dependent chromatin silencing
SLC7A8	4911.0	5682	4140	0.021260003036010014	1.6884456155463128	SLC7A8, ITGB1, covid-19	2	GO:0006865	amino acid transport
FAM153A	4912.5	4463	5362	0.03945188843256869	1.5547751427591283	FAM153A, PLOD3, COLGALT1, covid-19	3		
SMIM3	4913.5	2247	7580	0.08774728520120416	1.357754044342156	SMIM3, LZTS2, RBM41, covid-19	3		
CNGB1	4915.0	8910	920	-0.019259019243703435	2.444940047755017	CNGB1, PNN, CSNK2A2, covid-19	3	GO:0001895, GO:0006812, GO:0050908	retina homeostasis, cation transport, detection of light stimulus involved in visual perception
CNPY3	4917.0	7262	2572	-5.308725851077556e-05	1.9161511158343836	CNPY3, EGFR, PRKACA, covid-19	3		
LIPT1	4918.0	5672	4164	0.021408677606358638	1.6845089410400136	LIPT1, APP, EIF4E2, covid-19	3		
RNF139	4918.0	2693	7143	0.07483686974853793	1.3915238887240735	RNF139, SCAP, covid-19	2	GO:0016567, GO:0008285, GO:0070613, GO:0017148, GO:0036503, GO:0031396, GO:0031648, GO:0060628, GO:2000060	protein ubiquitination, negative regulation of cell proliferation, regulation of protein processing, negative regulation of translation, ERAD pathway, regulation of protein ubiquitination, protein destabilization, regulation of ER to Golgi vesicle-mediated transport, positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process
ADAM2	4925.0	7888	1962	-0.007236553707993296	2.0409495146498537	ADAM2, ITGB1, covid-19	2		
MADCAM1	4925.0	6857	2993	0.004556726308906897	1.839787314110895	MADCAM1, TMEM97, covid-19	2	GO:0007160, GO:0007229, GO:0034113, GO:0043113, GO:0050901	cell-matrix adhesion, integrin-mediated signaling pathway, heterotypic cell-cell adhesion, receptor clustering, leukocyte tethering or rolling
ZRANB3	4927.5	6351	3504	0.011461597673219442	1.7633729550521977	ZRANB3, CUL2, covid-19	2	GO:0006281, GO:0006974, GO:0009411, GO:0031297, GO:0045910	DNA repair, cellular response to DNA damage stimulus, response to UV, replication fork processing, negative regulation of DNA recombination
THYN1	4927.5	6569	3286	0.008086154091069948	1.7906140930771475	THYN1, GOLGA2, covid-19	2		
RTN2	4928.5	7606	2251	-0.0040587349866992375	1.9769704016621277	RTN2, RTN4, covid-19	2		
RTP5	4929.5	6931	2928	0.003516821998162771	1.8506549419732259	RTP5, GOLGA2, covid-19	2		
SMS	4930.0	3046	6814	0.06560591573674707	1.417628714400749	SMS, ETFA, covid-19	2		
TSPAN10	4930.0	7700	2160	-0.0052227334138688145	1.995413981022062	TSPAN10, HNRNPL, UBAP2L, covid-19	3	GO:0072594	establishment of protein localization to organelle
MRPS21	4931.0	7944	1918	-0.007900205241839538	2.052124303266133	MRPS21, LARP7, covid-19	2		
ZBED8	4931.0	1826	8036	0.10145261533951433	1.3219522757966138	ZBED8, EED, HDAC2, covid-19	3		
GRAMD4	4931.5	4643	5220	0.0366383966983322	1.5692130881109811	GRAMD4, APP, EIF4E2, covid-19	3	GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
ERLIN2	4933.5	3927	5940	0.04862956480686044	1.4970668200619202	ERLIN2, CNTRL, covid-19	2	GO:0030433, GO:0045717, GO:0032933, GO:0045541	ubiquitin-dependent ERAD pathway, negative regulation of fatty acid biosynthetic process, SREBP signaling pathway, negative regulation of cholesterol biosynthetic process
SLC22A18	4934.0	5911	3957	0.01769741272800998	1.707739762885764	SLC22A18, NRG1, TMEM39B, covid-19	3	GO:0015893	drug transport
SYNE3	4936.5	7111	2762	0.0016248627739477682	1.8779089009454486	SYNE3, NFKBIA, RHOA, covid-19	3	GO:0007010, GO:0090150, GO:0008360, GO:0090286	cytoskeleton organization, establishment of protein localization to membrane, regulation of cell shape, cytoskeletal anchoring at nuclear membrane
SRP72	4938.0	9667	209	-0.027869373223998177	3.9749681350770802	SRP72, covid-19	1	GO:0042493	response to drug
SBDSP1	4940.0	2964	6916	0.06750753781846114	1.409252667114236	SBDSP1, TNIP2, RIPK1, covid-19	3		
MRPL38	4940.5	6940	2941	0.0034437726477023756	1.8482377347614496	MRPL38, CSNK2A2, covid-19	2		
ZNF558	4943.0	9251	635	-0.023044460070100248	2.719313657922662	ZNF558, EXOSC5, covid-19	2		
HSP90AB2P	4943.0	4019	5867	0.04735952744628716	1.5037337750646758	HSP90AB2P, AAR2, covid-19	2		
SNORD36A	4943.5	7322	2565	-0.0008446852159266216	1.9178319849858403	SNORD36A, FBXO6, COMT, covid-19	3		
RPLP0P6	4943.5	5450	4437	0.024640968525213774	1.6523113456606868	RPLP0P6, IMPDH2, covid-19	2		
KLHL30	4945.5	2103	7788	0.09158794353953836	1.3418500203329917	KLHL30, CEP97, CEP135, covid-19	3		
TMUB2	4945.5	7393	2498	-0.0015992613667717079	1.9276107280561174	TMUB2, REEP5, covid-19	2		
SASS6	4946.5	7705	2188	-0.005266216360513557	1.9900949038274522	SASS6, TBK1, covid-19	2	GO:0007099, GO:0051298	centriole replication, centrosome duplication
TMEM199	4947.0	7626	2268	-0.004337168042756523	1.9724884954543258	TMEM199, LMNA, TOR1A, covid-19	3	GO:0006879, GO:0007042, GO:0036295, GO:1905146	cellular iron ion homeostasis, lysosomal lumen acidification, cellular response to increased oxygen levels, lysosomal protein catabolic process
SLC31A2	4947.0	2215	7679	0.08841349704578805	1.3497147206355415	SLC31A2, VKORC1, COMT, covid-19	3		
SPICE1	4947.0	7199	2695	0.0008096108663887772	1.8918100769463668	SPICE1, CEP135, covid-19	2	GO:0051310, GO:0046599, GO:0090307	metaphase plate congression, regulation of centriole replication, mitotic spindle assembly
GINS2	4947.5	8032	1863	-0.009046760465848874	2.067850645258944	GINS2, EIF4H, covid-19	2		
SCD	4948.5	8904	993	-0.01917362248539358	2.3975377566907317	SCD, ACSL3, covid-19	2	GO:0006636	unsaturated fatty acid biosynthetic process
KDSR	4949.0	9113	785	-0.021318122088065668	2.5660755267116544	KDSR, RAB1A, covid-19	2	GO:0006666	3-keto-sphinganine metabolic process
GALR1	4954.5	5037	4872	0.03047441998699851	1.6062251384186985	GALR1, positive regulation of transcription by RNA polymerase II, F2RL1, covid-19	3	GO:0045944, GO:0051464	positive regulation of transcription by RNA polymerase II, positive regulation of cortisol secretion
GPR101	4956.0	3772	6140	0.05160859345830724	1.4787237554225887	GPR101, FUS, UBAP2L, covid-19	3		
TMEM216	4956.0	4142	5770	0.04511456292581578	1.5134722404672933	TMEM216, ACSL3, covid-19	2	GO:0060271	cilium assembly
HIST1H2BG	4957.0	1686	8228	0.10702638056215594	1.3088655516927163	HIST1H2BG, PRKACA, covid-19	2	GO:0002227, GO:0061844, GO:0019731, GO:0050830	innate immune response in mucosa, antimicrobial humoral immune response mediated by antimicrobial peptide, antibacterial humoral response, defense response to Gram-positive bacterium
CHIC2	4958.0	4193	5723	0.044216911589770494	1.518704038770105	CHIC2, PLEKHF2, covid-19	2		
MIR19B1	4958.5	7031	2886	0.0025225130426854998	1.8562807461458992	MIR19B1, DDX21, covid-19	2	GO:0010629, GO:0010972, GO:0050819, GO:0035195, GO:0035278, GO:0042531, GO:0061051, GO:0090051, GO:0090370, GO:1900004, GO:2000188	negative regulation of gene expression, negative regulation of G2/M transition of mitotic cell cycle, negative regulation of coagulation, gene silencing by miRNA, miRNA mediated inhibition of translation, positive regulation of tyrosine phosphorylation of STAT protein, positive regulation of cell growth involved in cardiac muscle cell development, negative regulation of cell migration involved in sprouting angiogenesis, negative regulation of cholesterol efflux, negative regulation of serine-type endopeptidase activity, regulation of cholesterol homeostasis
NXF2B	4959.0	5177	4741	0.028379933421191515	1.6208161685739824	NXF2B, LNX1, AP2M1, covid-19	3		
CALCR	4960.5	3147	6774	0.06337909602397575	1.4203387738013276	CALCR, GPRASP1, MAP7D1, covid-19	3	GO:0015031, GO:0007189, GO:0010628, GO:0010739, GO:0010942, GO:0030816, GO:0033138, GO:0051384, GO:0051897, GO:0072659, GO:0070374, GO:0097647, GO:1905665	protein transport, adenylate cyclase-activating G-protein coupled receptor signaling pathway, positive regulation of gene expression, positive regulation of protein kinase A signaling, positive regulation of cell death, positive regulation of cAMP metabolic process, positive regulation of peptidyl-serine phosphorylation, response to glucocorticoid, positive regulation of protein kinase B signaling, protein localization to plasma membrane, positive regulation of ERK1 and ERK2 cascade, amylin receptor signaling pathway, positive regulation of calcium ion import across plasma membrane
RPRD2	4960.5	1838	8083	0.10101680032371538	1.31831319381022	RPRD2, CSNK2A2, covid-19	2		
MCCC2	4961.5	8695	1228	-0.01670067379865897	2.2746246653614888	MCCC2, CYB5B, covid-19	2		
NKX2-3	4962.0	3856	6068	0.049842969340078654	1.4855031103184677	NKX2-3, ESR2, AKAP8, covid-19	3		
FAM217A	4962.5	3936	5989	0.0484435527781262	1.4928996543854072	FAM217A, CLNK, GRB2, AP2A2, covid-19	4		
