Perturbed_gene	Pathway_ID	Pathway_name
TNF	GO:0043903	regulation of symbiosis, encompassing mutualism through parasitism
IFNA7	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
SOCS1	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
IFNL1	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
IFNA8	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
IFNA2	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
IFNA16	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
IFNW1	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
IFNB1	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
IL12A	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
JAK2	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
KIT	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
CSF2	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
TSLP	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
TNFSF18	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
IL6	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
TNF	GO:0046425	regulation of receptor signaling pathway via JAK-STAT
IRF1	GO:0048584	positive regulation of response to stimulus
NLRC5	GO:0048584	positive regulation of response to stimulus
MAP3K8	GO:0048584	positive regulation of response to stimulus
SOCS1	GO:0048584	positive regulation of response to stimulus
IFNL1	GO:0048584	positive regulation of response to stimulus
IFNL2	GO:0048584	positive regulation of response to stimulus
IFI16	GO:0048584	positive regulation of response to stimulus
ZBP1	GO:0048584	positive regulation of response to stimulus
IFIT5	GO:0048584	positive regulation of response to stimulus
TRIM22	GO:0048584	positive regulation of response to stimulus
IFNA2	GO:0048584	positive regulation of response to stimulus
IFNB1	GO:0048584	positive regulation of response to stimulus
RSAD2	GO:0048584	positive regulation of response to stimulus
DDX60	GO:0048584	positive regulation of response to stimulus
IFNL3	GO:0048584	positive regulation of response to stimulus
BST2	GO:0048584	positive regulation of response to stimulus
IL12A	GO:0048584	positive regulation of response to stimulus
CD274	GO:0048584	positive regulation of response to stimulus
JAK2	GO:0048584	positive regulation of response to stimulus
DHX58	GO:0048584	positive regulation of response to stimulus
GBP1	GO:0048584	positive regulation of response to stimulus
CASP1	GO:0048584	positive regulation of response to stimulus
CSF3	GO:0048584	positive regulation of response to stimulus
TNFSF10	GO:0048584	positive regulation of response to stimulus
IL11	GO:0048584	positive regulation of response to stimulus
KIT	GO:0048584	positive regulation of response to stimulus
TLR3	GO:0048584	positive regulation of response to stimulus
CSF2	GO:0048584	positive regulation of response to stimulus
CLEC7A	GO:0048584	positive regulation of response to stimulus
IL7R	GO:0048584	positive regulation of response to stimulus
CSF1	GO:0048584	positive regulation of response to stimulus
TSLP	GO:0048584	positive regulation of response to stimulus
ZC3H12A	GO:0048584	positive regulation of response to stimulus
CARD16	GO:0048584	positive regulation of response to stimulus
TNFSF13B	GO:0048584	positive regulation of response to stimulus
CRLF2	GO:0048584	positive regulation of response to stimulus
TNFSF18	GO:0048584	positive regulation of response to stimulus
IL6	GO:0048584	positive regulation of response to stimulus
IL18R1	GO:0048584	positive regulation of response to stimulus
TNF	GO:0048584	positive regulation of response to stimulus
LTA	GO:0048584	positive regulation of response to stimulus
IRGM	GO:0048584	positive regulation of response to stimulus
TNFSF14	GO:0048584	positive regulation of response to stimulus
TNFAIP3	GO:0048584	positive regulation of response to stimulus
USP18	GO:0023052	signaling
IFNA7	GO:0023052	signaling
IRF1	GO:0023052	signaling
NLRC5	GO:0023052	signaling
MAP3K8	GO:0023052	signaling
ISG20	GO:0023052	signaling
SOCS1	GO:0023052	signaling
IFNL1	GO:0023052	signaling
IFNL2	GO:0023052	signaling
MX2	GO:0023052	signaling
OAS2	GO:0023052	signaling
IFI16	GO:0023052	signaling
ZBP1	GO:0023052	signaling
IFIT5	GO:0023052	signaling
IFIT1	GO:0023052	signaling
IFIT3	GO:0023052	signaling
IFIT2	GO:0023052	signaling
TRIM22	GO:0023052	signaling
IFNA8	GO:0023052	signaling
IFNA2	GO:0023052	signaling
IFNA16	GO:0023052	signaling
IFNW1	GO:0023052	signaling
IFNB1	GO:0023052	signaling
RSAD2	GO:0023052	signaling
DDX60	GO:0023052	signaling
MX1	GO:0023052	signaling
IFITM3	GO:0023052	signaling
IFITM1	GO:0023052	signaling
IFNL3	GO:0023052	signaling
IFI27	GO:0023052	signaling
IFITM2	GO:0023052	signaling
BST2	GO:0023052	signaling
IL12A	GO:0023052	signaling
CD274	GO:0023052	signaling
JAK2	GO:0023052	signaling
PDCD1LG2	GO:0023052	signaling
DHX58	GO:0023052	signaling
OASL	GO:0023052	signaling
GBP1	GO:0023052	signaling
CASP1	GO:0023052	signaling
CSF3	GO:0023052	signaling
TNFSF10	GO:0023052	signaling
IL17C	GO:0023052	signaling
IL11	GO:0023052	signaling
KIT	GO:0023052	signaling
TLR3	GO:0023052	signaling
CSF2	GO:0023052	signaling
CLEC7A	GO:0023052	signaling
IL7R	GO:0023052	signaling
CSF1	GO:0023052	signaling
SELE	GO:0023052	signaling
TSLP	GO:0023052	signaling
VSTM1	GO:0023052	signaling
CXCL9	GO:0023052	signaling
ZC3H12A	GO:0023052	signaling
CARD16	GO:0023052	signaling
TNFSF13B	GO:0023052	signaling
CRLF2	GO:0023052	signaling
TNFSF18	GO:0023052	signaling
IL6	GO:0023052	signaling
IL18R1	GO:0023052	signaling
TNF	GO:0023052	signaling
LTA	GO:0023052	signaling
IRGM	GO:0023052	signaling
TNFSF14	GO:0023052	signaling
TNFAIP3	GO:0023052	signaling
USP18	GO:0007154	cell communication
IFNA7	GO:0007154	cell communication
IRF1	GO:0007154	cell communication
NLRC5	GO:0007154	cell communication
MAP3K8	GO:0007154	cell communication
ISG20	GO:0007154	cell communication
SOCS1	GO:0007154	cell communication
IFNL1	GO:0007154	cell communication
IFNL2	GO:0007154	cell communication
MX2	GO:0007154	cell communication
OAS2	GO:0007154	cell communication
IFI16	GO:0007154	cell communication
ZBP1	GO:0007154	cell communication
IFIT5	GO:0007154	cell communication
IFIT1	GO:0007154	cell communication
IFIT3	GO:0007154	cell communication
IFIT2	GO:0007154	cell communication
TRIM22	GO:0007154	cell communication
IFNA8	GO:0007154	cell communication
IFNA2	GO:0007154	cell communication
IFNA16	GO:0007154	cell communication
IFNW1	GO:0007154	cell communication
IFNB1	GO:0007154	cell communication
RSAD2	GO:0007154	cell communication
DDX60	GO:0007154	cell communication
MX1	GO:0007154	cell communication
IFITM3	GO:0007154	cell communication
IFITM1	GO:0007154	cell communication
IFNL3	GO:0007154	cell communication
IFI27	GO:0007154	cell communication
IFITM2	GO:0007154	cell communication
BST2	GO:0007154	cell communication
IL12A	GO:0007154	cell communication
CD274	GO:0007154	cell communication
JAK2	GO:0007154	cell communication
PDCD1LG2	GO:0007154	cell communication
DHX58	GO:0007154	cell communication
OASL	GO:0007154	cell communication
GBP1	GO:0007154	cell communication
CASP1	GO:0007154	cell communication
CSF3	GO:0007154	cell communication
TNFSF10	GO:0007154	cell communication
IL17C	GO:0007154	cell communication
IL11	GO:0007154	cell communication
KIT	GO:0007154	cell communication
TLR3	GO:0007154	cell communication
CSF2	GO:0007154	cell communication
CLEC7A	GO:0007154	cell communication
IL7R	GO:0007154	cell communication
CSF1	GO:0007154	cell communication
SELE	GO:0007154	cell communication
TSLP	GO:0007154	cell communication
VSTM1	GO:0007154	cell communication
CXCL9	GO:0007154	cell communication
ZC3H12A	GO:0007154	cell communication
CARD16	GO:0007154	cell communication
TNFSF13B	GO:0007154	cell communication
CRLF2	GO:0007154	cell communication
TNFSF18	GO:0007154	cell communication
IL6	GO:0007154	cell communication
IL18R1	GO:0007154	cell communication
TNF	GO:0007154	cell communication
LTA	GO:0007154	cell communication
IRGM	GO:0007154	cell communication
TNFSF14	GO:0007154	cell communication
TNFAIP3	GO:0007154	cell communication
IFNA7	GO:0042110	T cell activation
IRF1	GO:0042110	T cell activation
MAP3K8	GO:0042110	T cell activation
SOCS1	GO:0042110	T cell activation
IFNL1	GO:0042110	T cell activation
IFNA8	GO:0042110	T cell activation
IFNA2	GO:0042110	T cell activation
IFNA16	GO:0042110	T cell activation
IFNW1	GO:0042110	T cell activation
IFNB1	GO:0042110	T cell activation
RSAD2	GO:0042110	T cell activation
IL12A	GO:0042110	T cell activation
CD274	GO:0042110	T cell activation
PDCD1LG2	GO:0042110	T cell activation
KIT	GO:0042110	T cell activation
CLEC7A	GO:0042110	T cell activation
IL7R	GO:0042110	T cell activation
ZC3H12A	GO:0042110	T cell activation
TNFSF13B	GO:0042110	T cell activation
TNFSF18	GO:0042110	T cell activation
IL6	GO:0042110	T cell activation
IL18R1	GO:0042110	T cell activation
TNFSF14	GO:0042110	T cell activation
USP18	GO:0048583	regulation of response to stimulus
IFNA7	GO:0048583	regulation of response to stimulus
IRF1	GO:0048583	regulation of response to stimulus
NLRC5	GO:0048583	regulation of response to stimulus
MAP3K8	GO:0048583	regulation of response to stimulus
HERC5	GO:0048583	regulation of response to stimulus
SOCS1	GO:0048583	regulation of response to stimulus
IFNL1	GO:0048583	regulation of response to stimulus
IFNL2	GO:0048583	regulation of response to stimulus
IFI16	GO:0048583	regulation of response to stimulus
ZBP1	GO:0048583	regulation of response to stimulus
IFIT5	GO:0048583	regulation of response to stimulus
IFIT1	GO:0048583	regulation of response to stimulus
TRIM22	GO:0048583	regulation of response to stimulus
IFNA8	GO:0048583	regulation of response to stimulus
IFNA2	GO:0048583	regulation of response to stimulus
IFNA16	GO:0048583	regulation of response to stimulus
IFNW1	GO:0048583	regulation of response to stimulus
IFNB1	GO:0048583	regulation of response to stimulus
RSAD2	GO:0048583	regulation of response to stimulus
DDX60	GO:0048583	regulation of response to stimulus
IFITM1	GO:0048583	regulation of response to stimulus
IFNL3	GO:0048583	regulation of response to stimulus
MEFV	GO:0048583	regulation of response to stimulus
BST2	GO:0048583	regulation of response to stimulus
IL12A	GO:0048583	regulation of response to stimulus
CD274	GO:0048583	regulation of response to stimulus
JAK2	GO:0048583	regulation of response to stimulus
DHX58	GO:0048583	regulation of response to stimulus
GBP1	GO:0048583	regulation of response to stimulus
APOBEC3G	GO:0048583	regulation of response to stimulus
CASP1	GO:0048583	regulation of response to stimulus
CSF3	GO:0048583	regulation of response to stimulus
TNFSF10	GO:0048583	regulation of response to stimulus
IL11	GO:0048583	regulation of response to stimulus
KIT	GO:0048583	regulation of response to stimulus
TLR3	GO:0048583	regulation of response to stimulus
CSF2	GO:0048583	regulation of response to stimulus
CLEC7A	GO:0048583	regulation of response to stimulus
IL7R	GO:0048583	regulation of response to stimulus
CSF1	GO:0048583	regulation of response to stimulus
SELE	GO:0048583	regulation of response to stimulus
TSLP	GO:0048583	regulation of response to stimulus
ZC3H12A	GO:0048583	regulation of response to stimulus
CARD16	GO:0048583	regulation of response to stimulus
TNFSF13B	GO:0048583	regulation of response to stimulus
CRLF2	GO:0048583	regulation of response to stimulus
TNFSF18	GO:0048583	regulation of response to stimulus
IL6	GO:0048583	regulation of response to stimulus
IL18R1	GO:0048583	regulation of response to stimulus
TNF	GO:0048583	regulation of response to stimulus
LTA	GO:0048583	regulation of response to stimulus
IRGM	GO:0048583	regulation of response to stimulus
TNFSF14	GO:0048583	regulation of response to stimulus
TNFAIP3	GO:0048583	regulation of response to stimulus
IFNA7	GO:0045321	leukocyte activation
IRF1	GO:0045321	leukocyte activation
MAP3K8	GO:0045321	leukocyte activation
SOCS1	GO:0045321	leukocyte activation
IFNL1	GO:0045321	leukocyte activation
IFNA8	GO:0045321	leukocyte activation
IFNA2	GO:0045321	leukocyte activation
IFNA16	GO:0045321	leukocyte activation
IFNW1	GO:0045321	leukocyte activation
IFNB1	GO:0045321	leukocyte activation
RSAD2	GO:0045321	leukocyte activation
BST2	GO:0045321	leukocyte activation
IL12A	GO:0045321	leukocyte activation
CD274	GO:0045321	leukocyte activation
JAK2	GO:0045321	leukocyte activation
PDCD1LG2	GO:0045321	leukocyte activation
IL11	GO:0045321	leukocyte activation
KIT	GO:0045321	leukocyte activation
TLR3	GO:0045321	leukocyte activation
CSF2	GO:0045321	leukocyte activation
CLEC7A	GO:0045321	leukocyte activation
IL7R	GO:0045321	leukocyte activation
CSF1	GO:0045321	leukocyte activation
TSLP	GO:0045321	leukocyte activation
ZC3H12A	GO:0045321	leukocyte activation
TNFSF13B	GO:0045321	leukocyte activation
CRLF2	GO:0045321	leukocyte activation
TNFSF18	GO:0045321	leukocyte activation
IL6	GO:0045321	leukocyte activation
IL18R1	GO:0045321	leukocyte activation
TNF	GO:0045321	leukocyte activation
TNFSF14	GO:0045321	leukocyte activation
TNFAIP3	GO:0045321	leukocyte activation
USP18	GO:0050776	regulation of immune response
IRF1	GO:0050776	regulation of immune response
NLRC5	GO:0050776	regulation of immune response
SOCS1	GO:0050776	regulation of immune response
IFNL1	GO:0050776	regulation of immune response
IFNL2	GO:0050776	regulation of immune response
IFI16	GO:0050776	regulation of immune response
ZBP1	GO:0050776	regulation of immune response
IFNA2	GO:0050776	regulation of immune response
IFNB1	GO:0050776	regulation of immune response
RSAD2	GO:0050776	regulation of immune response
DDX60	GO:0050776	regulation of immune response
IFITM1	GO:0050776	regulation of immune response
IFNL3	GO:0050776	regulation of immune response
BST2	GO:0050776	regulation of immune response
IL12A	GO:0050776	regulation of immune response
CD274	GO:0050776	regulation of immune response
JAK2	GO:0050776	regulation of immune response
DHX58	GO:0050776	regulation of immune response
GBP1	GO:0050776	regulation of immune response
KIT	GO:0050776	regulation of immune response
TLR3	GO:0050776	regulation of immune response
IL7R	GO:0050776	regulation of immune response
ZC3H12A	GO:0050776	regulation of immune response
TNFSF13B	GO:0050776	regulation of immune response
IL6	GO:0050776	regulation of immune response
IL18R1	GO:0050776	regulation of immune response
TNF	GO:0050776	regulation of immune response
LTA	GO:0050776	regulation of immune response
IRGM	GO:0050776	regulation of immune response
TNFAIP3	GO:0050776	regulation of immune response
USP18	GO:0031347	regulation of defense response
IRF1	GO:0031347	regulation of defense response
NLRC5	GO:0031347	regulation of defense response
HERC5	GO:0031347	regulation of defense response
SOCS1	GO:0031347	regulation of defense response
IFI16	GO:0031347	regulation of defense response
ZBP1	GO:0031347	regulation of defense response
IFIT1	GO:0031347	regulation of defense response
IFNB1	GO:0031347	regulation of defense response
RSAD2	GO:0031347	regulation of defense response
DDX60	GO:0031347	regulation of defense response
MEFV	GO:0031347	regulation of defense response
IL12A	GO:0031347	regulation of defense response
JAK2	GO:0031347	regulation of defense response
DHX58	GO:0031347	regulation of defense response
APOBEC3G	GO:0031347	regulation of defense response
CASP1	GO:0031347	regulation of defense response
TLR3	GO:0031347	regulation of defense response
CLEC7A	GO:0031347	regulation of defense response
SELE	GO:0031347	regulation of defense response
TSLP	GO:0031347	regulation of defense response
ZC3H12A	GO:0031347	regulation of defense response
IL6	GO:0031347	regulation of defense response
TNF	GO:0031347	regulation of defense response
LTA	GO:0031347	regulation of defense response
IRGM	GO:0031347	regulation of defense response
TNFAIP3	GO:0031347	regulation of defense response
IFNA7	GO:0002521	leukocyte differentiation
IRF1	GO:0002521	leukocyte differentiation
SOCS1	GO:0002521	leukocyte differentiation
IFNL1	GO:0002521	leukocyte differentiation
IFI16	GO:0002521	leukocyte differentiation
IFNA8	GO:0002521	leukocyte differentiation
IFNA2	GO:0002521	leukocyte differentiation
IFNA16	GO:0002521	leukocyte differentiation
IFNW1	GO:0002521	leukocyte differentiation
IFNB1	GO:0002521	leukocyte differentiation
RSAD2	GO:0002521	leukocyte differentiation
IL12A	GO:0002521	leukocyte differentiation
CSF3	GO:0002521	leukocyte differentiation
IL11	GO:0002521	leukocyte differentiation
KIT	GO:0002521	leukocyte differentiation
TLR3	GO:0002521	leukocyte differentiation
CSF2	GO:0002521	leukocyte differentiation
IL7R	GO:0002521	leukocyte differentiation
CSF1	GO:0002521	leukocyte differentiation
ZC3H12A	GO:0002521	leukocyte differentiation
IL6	GO:0002521	leukocyte differentiation
IL18R1	GO:0002521	leukocyte differentiation
TNF	GO:0002521	leukocyte differentiation
IFNA7	GO:0046649	lymphocyte activation
IRF1	GO:0046649	lymphocyte activation
MAP3K8	GO:0046649	lymphocyte activation
SOCS1	GO:0046649	lymphocyte activation
IFNL1	GO:0046649	lymphocyte activation
IFNA8	GO:0046649	lymphocyte activation
IFNA2	GO:0046649	lymphocyte activation
IFNA16	GO:0046649	lymphocyte activation
IFNW1	GO:0046649	lymphocyte activation
IFNB1	GO:0046649	lymphocyte activation
RSAD2	GO:0046649	lymphocyte activation
BST2	GO:0046649	lymphocyte activation
IL12A	GO:0046649	lymphocyte activation
CD274	GO:0046649	lymphocyte activation
PDCD1LG2	GO:0046649	lymphocyte activation
IL11	GO:0046649	lymphocyte activation
KIT	GO:0046649	lymphocyte activation
CLEC7A	GO:0046649	lymphocyte activation
IL7R	GO:0046649	lymphocyte activation
ZC3H12A	GO:0046649	lymphocyte activation
TNFSF13B	GO:0046649	lymphocyte activation
TNFSF18	GO:0046649	lymphocyte activation
IL6	GO:0046649	lymphocyte activation
IL18R1	GO:0046649	lymphocyte activation
TNFSF14	GO:0046649	lymphocyte activation
TNFAIP3	GO:0046649	lymphocyte activation
IFNA7	GO:0070661	leukocyte proliferation
IRF1	GO:0070661	leukocyte proliferation
IFNA8	GO:0070661	leukocyte proliferation
IFNA2	GO:0070661	leukocyte proliferation
IFNA16	GO:0070661	leukocyte proliferation
IFNW1	GO:0070661	leukocyte proliferation
IFNB1	GO:0070661	leukocyte proliferation
BST2	GO:0070661	leukocyte proliferation
IL12A	GO:0070661	leukocyte proliferation
CD274	GO:0070661	leukocyte proliferation
PDCD1LG2	GO:0070661	leukocyte proliferation
KIT	GO:0070661	leukocyte proliferation
IL7R	GO:0070661	leukocyte proliferation
CSF1	GO:0070661	leukocyte proliferation
TNFSF13B	GO:0070661	leukocyte proliferation
TNFSF18	GO:0070661	leukocyte proliferation
IL6	GO:0070661	leukocyte proliferation
TNFSF14	GO:0070661	leukocyte proliferation
TNFAIP3	GO:0070661	leukocyte proliferation
USP18	GO:0032101	regulation of response to external stimulus
IRF1	GO:0032101	regulation of response to external stimulus
NLRC5	GO:0032101	regulation of response to external stimulus
HERC5	GO:0032101	regulation of response to external stimulus
SOCS1	GO:0032101	regulation of response to external stimulus
IFI16	GO:0032101	regulation of response to external stimulus
ZBP1	GO:0032101	regulation of response to external stimulus
IFIT1	GO:0032101	regulation of response to external stimulus
IFNB1	GO:0032101	regulation of response to external stimulus
RSAD2	GO:0032101	regulation of response to external stimulus
DDX60	GO:0032101	regulation of response to external stimulus
MEFV	GO:0032101	regulation of response to external stimulus
IL12A	GO:0032101	regulation of response to external stimulus
JAK2	GO:0032101	regulation of response to external stimulus
DHX58	GO:0032101	regulation of response to external stimulus
APOBEC3G	GO:0032101	regulation of response to external stimulus
CASP1	GO:0032101	regulation of response to external stimulus
TLR3	GO:0032101	regulation of response to external stimulus
CLEC7A	GO:0032101	regulation of response to external stimulus
CSF1	GO:0032101	regulation of response to external stimulus
SELE	GO:0032101	regulation of response to external stimulus
TSLP	GO:0032101	regulation of response to external stimulus
ZC3H12A	GO:0032101	regulation of response to external stimulus
CARD16	GO:0032101	regulation of response to external stimulus
IL6	GO:0032101	regulation of response to external stimulus
TNF	GO:0032101	regulation of response to external stimulus
LTA	GO:0032101	regulation of response to external stimulus
IRGM	GO:0032101	regulation of response to external stimulus
TNFSF14	GO:0032101	regulation of response to external stimulus
TNFAIP3	GO:0032101	regulation of response to external stimulus
IFNA7	GO:0001775	cell activation
IRF1	GO:0001775	cell activation
MAP3K8	GO:0001775	cell activation
SOCS1	GO:0001775	cell activation
IFNL1	GO:0001775	cell activation
IFNA8	GO:0001775	cell activation
IFNA2	GO:0001775	cell activation
IFNA16	GO:0001775	cell activation
IFNW1	GO:0001775	cell activation
IFNB1	GO:0001775	cell activation
RSAD2	GO:0001775	cell activation
BST2	GO:0001775	cell activation
IL12A	GO:0001775	cell activation
CD274	GO:0001775	cell activation
JAK2	GO:0001775	cell activation
PDCD1LG2	GO:0001775	cell activation
IL11	GO:0001775	cell activation
KIT	GO:0001775	cell activation
TLR3	GO:0001775	cell activation
CSF2	GO:0001775	cell activation
CLEC7A	GO:0001775	cell activation
IL7R	GO:0001775	cell activation
CSF1	GO:0001775	cell activation
TSLP	GO:0001775	cell activation
ZC3H12A	GO:0001775	cell activation
TNFSF13B	GO:0001775	cell activation
CRLF2	GO:0001775	cell activation
TNFSF18	GO:0001775	cell activation
IL6	GO:0001775	cell activation
IL18R1	GO:0001775	cell activation
TNF	GO:0001775	cell activation
TNFSF14	GO:0001775	cell activation
TNFAIP3	GO:0001775	cell activation
SOCS1	GO:1904894	positive regulation of receptor signaling pathway via STAT
IFNL1	GO:1904894	positive regulation of receptor signaling pathway via STAT
IFNA2	GO:1904894	positive regulation of receptor signaling pathway via STAT
IL12A	GO:1904894	positive regulation of receptor signaling pathway via STAT
JAK2	GO:1904894	positive regulation of receptor signaling pathway via STAT
KIT	GO:1904894	positive regulation of receptor signaling pathway via STAT
CSF2	GO:1904894	positive regulation of receptor signaling pathway via STAT
IL7R	GO:1904894	positive regulation of receptor signaling pathway via STAT
TSLP	GO:1904894	positive regulation of receptor signaling pathway via STAT
CRLF2	GO:1904894	positive regulation of receptor signaling pathway via STAT
TNFSF18	GO:1904894	positive regulation of receptor signaling pathway via STAT
IL6	GO:1904894	positive regulation of receptor signaling pathway via STAT
TNF	GO:1904894	positive regulation of receptor signaling pathway via STAT
ISG20	GO:0019058	viral life cycle
OAS2	GO:0019058	viral life cycle
IFI16	GO:0019058	viral life cycle
IFIT5	GO:0019058	viral life cycle
IFIT1	GO:0019058	viral life cycle
IFNA2	GO:0019058	viral life cycle
IFNB1	GO:0019058	viral life cycle
RSAD2	GO:0019058	viral life cycle
MX1	GO:0019058	viral life cycle
IFITM3	GO:0019058	viral life cycle
IFITM1	GO:0019058	viral life cycle
IFNL3	GO:0019058	viral life cycle
IFI27	GO:0019058	viral life cycle
IFITM2	GO:0019058	viral life cycle
BST2	GO:0019058	viral life cycle
OASL	GO:0019058	viral life cycle
APOBEC3G	GO:0019058	viral life cycle
ZC3H12A	GO:0019058	viral life cycle
TNF	GO:0019058	viral life cycle
IRF1	GO:0034341	response to interferon-gamma
NLRC5	GO:0034341	response to interferon-gamma
SOCS1	GO:0034341	response to interferon-gamma
OAS2	GO:0034341	response to interferon-gamma
TRIM22	GO:0034341	response to interferon-gamma
IFITM3	GO:0034341	response to interferon-gamma
IFITM1	GO:0034341	response to interferon-gamma
IFITM2	GO:0034341	response to interferon-gamma
MEFV	GO:0034341	response to interferon-gamma
BST2	GO:0034341	response to interferon-gamma
JAK2	GO:0034341	response to interferon-gamma
OASL	GO:0034341	response to interferon-gamma
GBP1	GO:0034341	response to interferon-gamma
CASP1	GO:0034341	response to interferon-gamma
TLR3	GO:0034341	response to interferon-gamma
IRGM	GO:0034341	response to interferon-gamma
NLRC5	GO:0009967	positive regulation of signal transduction
MAP3K8	GO:0009967	positive regulation of signal transduction
SOCS1	GO:0009967	positive regulation of signal transduction
IFNL1	GO:0009967	positive regulation of signal transduction
ZBP1	GO:0009967	positive regulation of signal transduction
IFIT5	GO:0009967	positive regulation of signal transduction
TRIM22	GO:0009967	positive regulation of signal transduction
IFNA2	GO:0009967	positive regulation of signal transduction
IFNB1	GO:0009967	positive regulation of signal transduction
RSAD2	GO:0009967	positive regulation of signal transduction
DDX60	GO:0009967	positive regulation of signal transduction
BST2	GO:0009967	positive regulation of signal transduction
IL12A	GO:0009967	positive regulation of signal transduction
JAK2	GO:0009967	positive regulation of signal transduction
DHX58	GO:0009967	positive regulation of signal transduction
CASP1	GO:0009967	positive regulation of signal transduction
CSF3	GO:0009967	positive regulation of signal transduction
TNFSF10	GO:0009967	positive regulation of signal transduction
IL11	GO:0009967	positive regulation of signal transduction
KIT	GO:0009967	positive regulation of signal transduction
TLR3	GO:0009967	positive regulation of signal transduction
CSF2	GO:0009967	positive regulation of signal transduction
IL7R	GO:0009967	positive regulation of signal transduction
CSF1	GO:0009967	positive regulation of signal transduction
TSLP	GO:0009967	positive regulation of signal transduction
ZC3H12A	GO:0009967	positive regulation of signal transduction
CARD16	GO:0009967	positive regulation of signal transduction
CRLF2	GO:0009967	positive regulation of signal transduction
TNFSF18	GO:0009967	positive regulation of signal transduction
IL6	GO:0009967	positive regulation of signal transduction
IL18R1	GO:0009967	positive regulation of signal transduction
TNF	GO:0009967	positive regulation of signal transduction
IRGM	GO:0009967	positive regulation of signal transduction
TNFSF14	GO:0009967	positive regulation of signal transduction
TNFAIP3	GO:0009967	positive regulation of signal transduction
IRF1	GO:0001819	positive regulation of cytokine production
IFNL1	GO:0001819	positive regulation of cytokine production
IFI16	GO:0001819	positive regulation of cytokine production
ZBP1	GO:0001819	positive regulation of cytokine production
RSAD2	GO:0001819	positive regulation of cytokine production
DDX60	GO:0001819	positive regulation of cytokine production
IL12A	GO:0001819	positive regulation of cytokine production
CD274	GO:0001819	positive regulation of cytokine production
JAK2	GO:0001819	positive regulation of cytokine production
DHX58	GO:0001819	positive regulation of cytokine production
CASP1	GO:0001819	positive regulation of cytokine production
TLR3	GO:0001819	positive regulation of cytokine production
CSF2	GO:0001819	positive regulation of cytokine production
CLEC7A	GO:0001819	positive regulation of cytokine production
TSLP	GO:0001819	positive regulation of cytokine production
CRLF2	GO:0001819	positive regulation of cytokine production
IL6	GO:0001819	positive regulation of cytokine production
IL18R1	GO:0001819	positive regulation of cytokine production
TNF	GO:0001819	positive regulation of cytokine production
LTA	GO:0001819	positive regulation of cytokine production
CEACAM20	GO:0001819	positive regulation of cytokine production
NLRC5	GO:0001818	negative regulation of cytokine production
HERC5	GO:0001818	negative regulation of cytokine production
IFNL1	GO:0001818	negative regulation of cytokine production
IFNA2	GO:0001818	negative regulation of cytokine production
IFNB1	GO:0001818	negative regulation of cytokine production
MEFV	GO:0001818	negative regulation of cytokine production
BST2	GO:0001818	negative regulation of cytokine production
IL12A	GO:0001818	negative regulation of cytokine production
CD274	GO:0001818	negative regulation of cytokine production
PDCD1LG2	GO:0001818	negative regulation of cytokine production
DHX58	GO:0001818	negative regulation of cytokine production
GBP1	GO:0001818	negative regulation of cytokine production
ZC3H12A	GO:0001818	negative regulation of cytokine production
CARD16	GO:0001818	negative regulation of cytokine production
SSC5D	GO:0001818	negative regulation of cytokine production
IL6	GO:0001818	negative regulation of cytokine production
TNF	GO:0001818	negative regulation of cytokine production
TNFAIP3	GO:0001818	negative regulation of cytokine production
NLRC5	GO:0009617	response to bacterium
OAS2	GO:0009617	response to bacterium
IFI44	GO:0009617	response to bacterium
IL12A	GO:0009617	response to bacterium
CD274	GO:0009617	response to bacterium
JAK2	GO:0009617	response to bacterium
PDCD1LG2	GO:0009617	response to bacterium
DHX58	GO:0009617	response to bacterium
CASP1	GO:0009617	response to bacterium
CSF3	GO:0009617	response to bacterium
HMCN1	GO:0009617	response to bacterium
TLR3	GO:0009617	response to bacterium
CSF2	GO:0009617	response to bacterium
SELE	GO:0009617	response to bacterium
CXCL9	GO:0009617	response to bacterium
ZC3H12A	GO:0009617	response to bacterium
CARD16	GO:0009617	response to bacterium
SSC5D	GO:0009617	response to bacterium
IL6	GO:0009617	response to bacterium
TNF	GO:0009617	response to bacterium
LTA	GO:0009617	response to bacterium
IRGM	GO:0009617	response to bacterium
TNFAIP3	GO:0009617	response to bacterium
CEACAM20	GO:0009617	response to bacterium
USP18	GO:0002831	regulation of response to biotic stimulus
IRF1	GO:0002831	regulation of response to biotic stimulus
NLRC5	GO:0002831	regulation of response to biotic stimulus
HERC5	GO:0002831	regulation of response to biotic stimulus
SOCS1	GO:0002831	regulation of response to biotic stimulus
